Steps (K),Training loss,Training accuracy,Validation loss,Validation accuracy
0,5.888877869,0.000467926,5.888877869,0.000416065
100,2.276562475536436,0.420872688293457,2.2226064114481505,0.4233237206935882
200,2.1649069899865228,0.440887153148651,2.0916288981347426,0.44609200954437256
